interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"45-95-07-81","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"45-95-07-81","Pathenium","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"15-84-79-29","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No",,"No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"52-10-39-37","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","Yes","No","No",,"No","No","No","No","No","No",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"52-10-39-37","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",
"52-10-39-37","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"not available in the village",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",
"52-10-39-37","Others ➡️ Specify","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,0,0,0,0,0,0,1,"none",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",
"57-47-06-86","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"57-47-06-86","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"57-47-06-86","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",
"70-03-65-67","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No",,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"70-03-65-67","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"48-58-26-00","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,1,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
"48-58-26-00","Pathenium","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","Yes",,"No","No","No","No","No","No",,"No","No","No",,0,0,1,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",
"48-53-15-07","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,0,0,0,0,0,0,1,"have no strategies",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No",,"No","No",,"No","No",
"48-53-15-07","Prosopis","Not severe infestation - a small number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,1,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"44-97-24-07","Fall army worm","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"44-97-24-07","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No",,"Yes","No","No","No","No","No","No",,"No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
"44-97-24-07","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No",,"No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"63-58-57-56","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"63-58-57-56","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,"No","No","No","No","No","No",,"No","No","No","No","No","No",
"50-43-62-27","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,0,0,0,0,0,0,1,"have no reason for doing it.",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"80-45-95-05","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,"No","No","No","No","No","No","No",,"No","No","No","No","No",
"63-29-07-40","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes","No",,,"No","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"63-29-07-40","Pathenium","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"63-29-07-40","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No",
"54-48-29-18","Fall army worm","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"54-48-29-18","Pathenium","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"54-48-29-18","Others ➡️ Specify","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,3,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"45-36-57-50","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,0,1,2,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"49-75-44-53","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,2,0,0,0,3,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,"No","No","No","No",,"No",
"35-67-10-08","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"35-67-10-08","Pathenium","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"35-67-10-08","Others ➡️ Specify","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"12-79-91-83","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","Yes",,"No","No","No","No","No","No","No",,"No","No","No","No","No",
"19-90-00-01","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No",,"No","No","No",,"No","No",
"29-86-40-08","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)",,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
"10-69-61-22","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"10-69-61-22","Pathenium","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"73-57-30-20","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"98-91-04-48","Pathenium","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
